"Track URI,""Track Name"",""Artist URI(s)"",""Artist Name(s)"",""Album URI"",""Album Name"",""Album Artist URI(s)"",""Album Artist Name(s)"",""Album Release Date"",""Album Image URL"",""Disc Number"",""Track Number"",""Track Duration (ms)"",""Track Preview URL"",""Explicit"",""Popularity"",""Added By"",""Added At"""
"spotify:track:4HlFJV71xXKIGcU3kRyttv,""Hey, Soul Sister"",""spotify:artist:3FUY2gzHeIiaesXtOAdB7A"",""Train"",""spotify:album:1CwXS6MAz8Wo7K4TzW9iuR"",""Save Me, San Francisco (Golden Gate Edition)"",""spotify:artist:3FUY2gzHeIiaesXtOAdB7A"",""Train"",""2010-12-01"",""https://i.scdn.co/image/ab67616d0000b2736ff8bc258e3ebc835ffe14ca"",""1"",""2"",""216773"",""https://p.scdn.co/mp3-preview/29d3d8f13d8e96237d765dd61ecd0aa323776a31?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""83"",""spotify:user:1111631356"",""2021-04-23T08:46:38Z"""
"spotify:track:2fQxE0jVrjNMT9oJAXtSJR,""Domino"",""spotify:artist:2gsggkzM5R49q6jpPvazou"",""Jessie J"",""spotify:album:0BZbTNqpXFg6lxNv78X7Lp"",""Who You Are (Platinum Edition)"",""spotify:artist:2gsggkzM5R49q6jpPvazou"",""Jessie J"",""2011-01-01"",""https://i.scdn.co/image/ab67616d0000b2737805aebd5a39023d553ada3a"",""1"",""14"",""231840"","""",""false"",""74"",""spotify:user:1111631356"",""2021-04-23T08:46:44Z"""
"spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,""Shower"",""spotify:artist:4obzFoKoKRHIphyHzJ35G3"",""Becky G"",""spotify:album:4JlzEvVJqpb62Xwc0EmOHr"",""Shower"",""spotify:artist:4obzFoKoKRHIphyHzJ35G3"",""Becky G"",""2014-04-23"",""https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112"",""1"",""1"",""206166"",""https://p.scdn.co/mp3-preview/f8c945615b8bffea415fc5c1b8487abedfe033cb?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""81"",""spotify:user:1111631356"",""2021-04-23T08:46:51Z"""
"spotify:track:4ofwffwvvnbSkrMSCKQDaC,""Shotgun"",""spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j"",""George Ezra"",""spotify:album:2NaulYO6lGXTyIzWTJvRJj"",""Staying at Tamara's"",""spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j"",""George Ezra"",""2018-03-23"",""https://i.scdn.co/image/ab67616d0000b273103045cd1c29dd16a469f808"",""1"",""4"",""201287"",""https://p.scdn.co/mp3-preview/9b9fb07cc053e76f66dcd1c5f1ae5cc0b89ab459?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""79"",""spotify:user:1111631356"",""2021-04-23T08:46:56Z"""
"spotify:track:3Fcfwhm8oRrBvBZ8KGhtea,""Viva La Vida"",""spotify:artist:4gzpq5DPGxSnKTe4SA8HAU"",""Coldplay"",""spotify:album:0cnd1tlGnbfScH1KWwgxan"",""Viva La Vida or Death and All His Friends"",""spotify:artist:4gzpq5DPGxSnKTe4SA8HAU"",""Coldplay"",""2008-06-19"",""https://i.scdn.co/image/ab67616d0000b2730102924a57d952089d6a5199"",""1"",""7"",""242373"",""https://p.scdn.co/mp3-preview/ceb88eddfa4bac6be64e90606741ebedf8501893?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""68"",""spotify:user:1111631356"",""2021-04-23T08:47:10Z"""
"spotify:track:30XU4suKzCeoCK9YFzdufg,""Born This Way"",""spotify:artist:1HY2Jd0NmPuamShAr6KMms"",""Lady Gaga"",""spotify:album:6LY3AerY6KNGOPsNPL63Kk"",""Born This Way (International Special Edition Version)"",""spotify:artist:1HY2Jd0NmPuamShAr6KMms"",""Lady Gaga"",""2011-05-23"",""https://i.scdn.co/image/ab67616d0000b273a5d31644260279be8d0c46c0"",""1"",""2"",""260253"","""",""false"",""73"",""spotify:user:1111631356"",""2021-04-23T08:47:16Z"""
"spotify:track:1XGmzt0PVuFgQYYnV2It7A,""Payphone"",""spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:137W8MRPWKqSmrBGDBFSop"",""Maroon 5, Wiz Khalifa"",""spotify:album:6ijGiBcBfUwkoyHn5VUHU2"",""Overexposed Track By Track"",""spotify:artist:04gDigrS5kc9YWfZHwBETP"",""Maroon 5"",""2012-01-01"",""https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff"",""1"",""4"",""231173"","""",""true"",""82"",""spotify:user:1111631356"",""2021-04-23T08:47:21Z"""
"spotify:track:0LXosXV9ZvmzIpzUsOMuLv,""You'll Be In My Heart"",""spotify:artist:4lxfqrEsLX6N1N4OCSkILp"",""Phil Collins"",""spotify:album:4RADzQiLlSpZXXJ7bnyDqs"",""Tarzan Original Soundtrack (German Version)"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""1999-01-01"",""https://i.scdn.co/image/ab67616d0000b2737539211a572a05f453bfca65"",""1"",""7"",""258399"","""",""false"",""64"",""spotify:user:1111631356"",""2021-04-23T08:47:28Z"""
"spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,""Hips Don't Lie (feat. Wyclef Jean)"",""spotify:artist:0EmeFodog0BfCgMzAIvKQp, spotify:artist:7aBzpmFXB4WWpPl2F7RjBe"",""Shakira, Wyclef Jean"",""spotify:album:5ppnlEoj4HdRRdRihnY3jU"",""Oral Fixation, Vol. 2 (Expanded Edition)"",""spotify:artist:0EmeFodog0BfCgMzAIvKQp"",""Shakira"",""2005-11-28"",""https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa"",""1"",""3"",""218093"",""https://p.scdn.co/mp3-preview/3859547944f57cfb7b996f6551148c9467889d4b?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""83"",""spotify:user:1111631356"",""2021-04-23T08:47:45Z"""
"spotify:track:0ct6r3EGTcMLPtrXHDvVjc,""The Nights"",""spotify:artist:1vCWHaC5f2uS3yhpwWbIA6"",""Avicii"",""spotify:album:0h2knr6qpiAq0tV5ri5JMF"",""The Days / Nights"",""spotify:artist:1vCWHaC5f2uS3yhpwWbIA6"",""Avicii"",""2014-01-01"",""https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad"",""1"",""2"",""176658"","""",""false"",""85"",""spotify:user:1111631356"",""2021-04-23T08:48:36Z"""
"spotify:track:2RcxJ7k7Xu4tiqE5gAGPJq,""Animal"",""spotify:artist:0RpddSzUHfncUWNJXKOsjy"",""Neon Trees"",""spotify:album:2hQ1uaHYt0rlz4omfPk8V6"",""2010 Hits"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2019-11-08"",""https://i.scdn.co/image/ab67616d0000b273375b8bf40fc7aa7999434201"",""1"",""3"",""212306"","""",""false"",""29"",""spotify:user:1111631356"",""2021-04-23T08:48:52Z"""
"spotify:track:6Ffur3eTvi1KhHwu7b9TQd,""Mirrors - Radio Edit"",""spotify:artist:31TPClRtHm23RisEBtV3X7"",""Justin Timberlake"",""spotify:album:5gThgG5LPRzL8Egdm2Izpm"",""Dinner with My Darling"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2017-02-03"",""https://i.scdn.co/image/ab67616d0000b2730cfecd3b7747a83b5335927e"",""1"",""13"",""277000"",""https://p.scdn.co/mp3-preview/7e10214200ded8dd7add13d01ec885c1b21c829b?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""24"",""spotify:user:1111631356"",""2021-04-23T08:49:09Z"""
"spotify:track:6fNhZRFEkBfgW39W3wKARJ,""Pompeii"",""spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc"",""Bastille"",""spotify:album:1jUoeAbO2HCADZ1uiyLYIo"",""Bad Blood"",""spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc"",""Bastille"",""2013-01-01"",""https://i.scdn.co/image/ab67616d0000b273b89cf022db28fa31376e0ed8"",""1"",""1"",""214147"","""",""false"",""74"",""spotify:user:1111631356"",""2021-04-23T08:49:16Z"""
"spotify:track:6b8Be6ljOzmkOmFslEb23P,""24K Magic"",""spotify:artist:0du5cEVh5yTK9QJze8zA0C"",""Bruno Mars"",""spotify:album:4PgleR09JVnm3zY1fW3XBA"",""24K Magic"",""spotify:artist:0du5cEVh5yTK9QJze8zA0C"",""Bruno Mars"",""2016-11-17"",""https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5"",""1"",""1"",""225983"",""https://p.scdn.co/mp3-preview/3213a35ec32d4c747e794072a5ef7b464b4fcb69?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""79"",""spotify:user:1111631356"",""2021-04-23T08:49:22Z"""
"spotify:track:1xQ6trAsedVPCdbtDAmk0c,""Savage Love (Laxed - Siren Beat)"",""spotify:artist:56mfhUDKa1vec6rSLZV5Eg, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y"",""Jawsh 685, Jason Derulo"",""spotify:album:1XMw3pBrYeXzNXZXc84DNw"",""Savage Love (Laxed - Siren Beat)"",""spotify:artist:56mfhUDKa1vec6rSLZV5Eg, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y"",""Jawsh 685, Jason Derulo"",""2020-06-11"",""https://i.scdn.co/image/ab67616d0000b273e3eb3b8feeafb746ecf659e7"",""1"",""1"",""171374"",""https://p.scdn.co/mp3-preview/d709526bcdffa6683f85c9255c2fd4e7871ba04c?cid=9950ac751e34487dbbe027c4fd7f8e99"",""true"",""86"",""spotify:user:1111631356"",""2021-04-23T08:49:27Z"""
"spotify:track:0xhWYqbieArhuGsYn9ADzF,""Tijdmachine"",""spotify:artist:2Np3tBLhkFCcJPun4KhrDQ, spotify:artist:5VGhS6nHpXPbXGhku9RRB0"",""Dio, Sef"",""spotify:album:2f03YFO7qQi18V1juyt5zS"",""Rock & Roll"",""spotify:artist:2Np3tBLhkFCcJPun4KhrDQ"",""Dio"",""2009-01-01"",""https://i.scdn.co/image/ab67616d0000b273f3fc8745e46164bbffef2ec6"",""1"",""3"",""223440"","""",""false"",""53"",""spotify:user:1111631356"",""2021-04-23T08:49:34Z"""
"spotify:track:5B5YKjgne3TZzNpMsN9aj1,""Roller Coaster"",""spotify:artist:1bObiFZkYu7IfzxVlAVj5x"",""Danny Vera"",""spotify:album:0A9Ozy729zqiSdMVkBMizh"",""Pressure Makes Diamonds"",""spotify:artist:1bObiFZkYu7IfzxVlAVj5x"",""Danny Vera"",""2019-02-15"",""https://i.scdn.co/image/ab67616d0000b273f9c5093f70d3c39d3c7fbf4d"",""1"",""10"",""269985"",""https://p.scdn.co/mp3-preview/2d964c3570de6ef5c4426747a7357907c69e0419?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""69"",""spotify:user:1111631356"",""2021-04-23T08:51:23Z"""
